name,M_solar,M_kg,r_m,r_km,r_AU,r_ly,r_pc,r_s_m,r_s_km,x_dimensionless,horizon_ratio,r_ph_m,r_isco_m,inside_photon_sphere,inside_isco,Xi_segment_density,D_ssz_time_dilation,D_gr_time_dilation,stretch_factor,R_ssz_m,R_ssz_km,v_orbital_m_s,v_escape_m_s,v_orbital_ssz_m_s,v_escape_ssz_m_s,v_orbital_km_s,v_escape_km_s,v_orbital_ssz_km_s,v_escape_ssz_km_s,v_orbital_over_c,v_escape_over_c,tau_over_t,z_gr_redshift,z_ssz_redshift,T_orbital_seconds,T_orbital_years,T_orbital_ssz_seconds,T_orbital_ssz_years,g_m_s2,g_earth_g,phi_potential_J_kg,export_timestamp,phi_golden_ratio
Star_0079,4.1955965330e-01,8.3450415041e+29,6.2492061935e+18,6.2492061935e+15,4.1772768673e+07,6.6052279817e+02,2.0252150868e+02,1.2394323132e+03,1.2394323132e+00,5.0419906974e+15,5.0419906974e+15,1.8591484699e+03,3.7182969397e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.2498412387e+19,1.2498412387e+16,2.9854148247e+00,4.2220141344e+00,4.2220141344e+00,5.9708296494e+00,2.9854148247e-03,4.2220141344e-03,4.2220141344e-03,5.9708296494e-03,9.9582719479e-09,1.4083123247e-08,0,2.2204460493e-16,inf,1.3152249467e+19,4.1676963606e+11,2.6304498934e+19,8.3353927211e+11,1.4262134101e-18,1.4538362998e-19,-8.9127016755e+00,2025-11-22T13:30:24.713284,1.6180339887e+00
Star_0080,4.5869766420e-01,9.1234965409e+29,3.9070560408e+19,3.9070560408e+16,2.6116684765e+08,4.1296438440e+03,1.2661814307e+03,1.3550509506e+03,1.3550509506e+00,2.8833277739e+16,2.8833277739e+16,2.0325764258e+03,4.0651528517e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,7.8141120815e+19,7.8141120815e+16,1.2484141929e+00,1.7655242831e+00,1.7655242831e+00,2.4968283858e+00,1.2484141929e-03,1.7655242831e-03,1.7655242831e-03,2.4968283858e-03,4.1642615070e-09,5.8891551004e-09,0,0.0000000000e+00,inf,1.9663952276e+20,6.2311304648e+12,3.9327904551e+20,1.2462260930e+13,3.9890341496e-20,4.0662937304e-21,-1.5585379971e+00,2025-11-22T13:30:24.713284,1.6180339887e+00
Star_0081,1.9844518430e-01,3.9470747157e+29,2.5171402817e+19,2.5171402817e+16,1.6825804022e+08,2.6605435807e+03,8.1574368270e+02,5.8623218866e+02,5.8623218866e-01,4.2937599306e+16,4.2937599306e+16,8.7934828300e+02,1.7586965660e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,5.0342805634e+19,5.0342805634e+16,1.0230263635e+00,1.4467777579e+00,1.4467777579e+00,2.0460527270e+00,1.0230263635e-03,1.4467777579e-03,1.4467777579e-03,2.0460527270e-03,3.4124486331e-09,4.8259311378e-09,0,0.0000000000e+00,inf,1.5459678654e+20,4.8988765476e+12,3.0919357308e+20,9.7977530951e+12,4.1578252433e-20,4.2383539687e-21,-1.0465829404e+00,2025-11-22T13:30:24.713284,1.6180339887e+00
Star_0082,3.6638097800e-01,7.2873176524e+29,2.9602183182e+19,2.9602183182e+16,1.9787555603e+08,3.1288640928e+03,9.5933445188e+02,1.0823357764e+03,1.0823357764e+00,2.7350276899e+16,2.7350276899e+16,1.6235036646e+03,3.2470073291e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,5.9204366364e+19,5.9204366364e+16,1.2818135002e+00,1.8127580364e+00,1.8127580364e+00,2.5636270004e+00,1.2818135002e-03,1.8127580364e-03,1.8127580364e-03,2.5636270004e-03,4.2756696041e-09,6.0467099423e-09,0,0.0000000000e+00,inf,1.4510379427e+20,4.5980617750e+12,2.9020758854e+20,9.1961235500e+12,5.5504211944e-20,5.6579217068e-21,-1.6430458493e+00,2025-11-22T13:30:24.713284,1.6180339887e+00
Star_0083,6.1751460860e-01,1.2282365565e+30,5.7890182444e+19,5.7890182444e+16,3.8696646018e+08,6.1188227929e+03,1.8760794129e+03,1.8242163034e+03,1.8242163034e+00,3.1734275335e+16,3.1734275335e+16,2.7363244551e+03,5.4726489102e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.1578036489e+20,1.1578036489e+17,1.1899847953e+00,1.6828926366e+00,1.6828926366e+00,2.3799695906e+00,1.1899847953e-03,1.6828926366e-03,1.6828926366e-03,2.3799695906e-03,3.9693620155e-09,5.6135255963e-09,0,0.0000000000e+00,inf,3.0566335401e+20,9.6858872035e+12,6.1132670802e+20,1.9371774407e+13,2.4461208331e-20,2.4934972815e-21,-1.4160638131e+00,2025-11-22T13:30:24.713284,1.6180339887e+00
Star_0084,1.5145589542e+00,3.0124577599e+30,1.7113972739e+19,1.7113972739e+16,1.1439821350e+08,1.8088968121e+03,5.5462205462e+02,4.4741988258e+03,4.4741988258e+00,3.8250362592e+15,3.8250362592e+15,6.7112982387e+03,1.3422596477e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,3.4227945479e+19,3.4227945479e+16,3.4275825797e+00,4.8473337703e+00,4.8473337703e+00,6.8551651594e+00,3.4275825797e-03,4.8473337703e-03,4.8473337703e-03,6.8551651594e-03,1.1433184819e-08,1.6168965032e-08,0,2.2204460493e-16,inf,3.1372041246e+19,9.9411999791e+11,6.2744082492e+19,1.9882399958e+12,6.8647546186e-19,6.9977111301e-20,-1.1748322341e+01,2025-11-22T13:30:24.713790,1.6180339887e+00
Star_0085,3.0813330560e-01,6.1287714484e+29,6.7718842826e+17,6.7718842826e+14,4.5266606167e+06,7.1576834189e+01,2.1946022888e+01,9.1026478057e+02,9.1026478057e-01,7.4394664356e+14,7.4394664356e+14,1.3653971709e+03,2.7307943417e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.3543768565e+18,1.3543768565e+15,7.7720361280e+00,1.0991318900e+01,1.0991318900e+01,1.5544072256e+01,7.7720361280e-03,1.0991318900e-02,1.0991318900e-02,1.5544072256e-02,2.5924721989e-08,3.6663093438e-08,0,6.6613381478e-16,inf,5.4746276426e+17,1.7348048149e+10,1.0949255285e+18,3.4696096298e+10,8.9199022096e-17,9.0926628029e-18,-6.0404545576e+01,2025-11-22T13:30:24.713790,1.6180339887e+00
Star_0086,3.1413567240e-01,6.2481585240e+29,6.8985261951e+18,6.8985261951e+15,4.6113143015e+07,7.2915402125e+02,2.2356438393e+02,9.2799653173e+02,9.2799653173e-01,7.4337844585e+15,7.4337844585e+15,1.3919947976e+03,2.7839895952e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.3797052390e+19,1.3797052390e+16,2.4586727212e+00,3.4770883077e+00,3.4770883077e+00,4.9173454423e+00,2.4586727212e-03,3.4770883077e-03,3.4770883077e-03,4.9173454423e-03,8.2012494162e-09,1.1598318153e-08,0,2.2204460493e-16,inf,1.7629316036e+19,5.5863931465e+11,3.5258632072e+19,1.1172786293e+12,8.7628449597e-19,8.9325636694e-20,-6.0450715498e+00,2025-11-22T13:30:24.713790,1.6180339887e+00
Star_0087,7.5616827020e-01,1.5040186894e+30,3.9028817947e+19,3.9028817947e+16,2.6088782050e+08,4.1252317881e+03,1.2648286595e+03,2.2338167671e+03,2.2338167671e+00,1.7471808128e+16,1.7471808128e+16,3.3507251506e+03,6.7014503013e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,7.8057635894e+19,7.8057635894e+16,1.6037504057e+00,2.2680455744e+00,2.2680455744e+00,3.2075008114e+00,1.6037504057e-03,2.2680455744e-03,2.2680455744e-03,3.2075008114e-03,5.3495355300e-09,7.5653856989e-09,0,2.2204460493e-16,inf,1.5290739420e+20,4.8453429349e+12,3.0581478840e+20,9.6906858697e+12,6.5900416641e-20,6.7176775373e-21,-2.5720153637e+00,2025-11-22T13:30:24.713790,1.6180339887e+00
Star_0088,4.1373118460e-01,8.2291132617e+29,7.1027339978e+19,7.1027339978e+16,4.7478168434e+08,7.5073818812e+03,2.3018226003e+03,1.2222142791e+03,1.2222142791e+00,5.8113655840e+16,5.8113655840e+16,1.8333214186e+03,3.6666428372e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.4205467996e+20,1.4205467996e+17,8.7935979720e-01,1.2436025514e+00,1.2436025514e+00,1.7587195944e+00,8.7935979720e-04,1.2436025514e-03,1.2436025514e-03,1.7587195944e-03,2.9332285511e-09,4.1482115985e-09,0,0.0000000000e+00,inf,5.0750323176e+20,1.6081806974e+13,1.0150064635e+21,3.2163613948e+13,1.0886985957e-20,1.1097845013e-21,-7.7327365293e-01,2025-11-22T13:30:24.713790,1.6180339887e+00
Star_0089,3.3536319960e-01,6.6703740400e+29,4.9622769796e+19,4.9622769796e+16,3.3170300666e+08,5.2449814815e+03,1.6081527626e+03,9.9070533353e+02,9.9070533353e-01,5.0088324063e+16,5.0088324063e+16,1.4860580003e+03,2.9721160006e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,9.9245539593e+19,9.9245539593e+16,9.4719076439e-01,1.3395300252e+00,1.3395300252e+00,1.8943815288e+00,9.4719076439e-04,1.3395300252e-03,1.3395300252e-03,1.8943815288e-03,3.1594883030e-09,4.4681912083e-09,0,0.0000000000e+00,inf,3.2917240097e+20,1.0430843948e+13,6.5834480193e+20,2.0861687896e+13,1.8079811905e-20,1.8429981555e-21,-8.9717034414e-01,2025-11-22T13:30:24.713790,1.6180339887e+00
Star_0090,4.8674704700e-01,9.6813987648e+29,1.8058748987e+19,1.8058748987e+16,1.2071356275e+08,1.9087568954e+03,5.8523994514e+02,1.4379123771e+03,1.4379123771e+00,1.2559005176e+16,1.2559005176e+16,2.1568685657e+03,4.3137371314e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,3.6117497974e+19,3.6117497974e+16,1.8915946864e+00,2.6751188600e+00,2.6751188600e+00,3.7831893728e+00,1.8915946864e-03,2.6751188600e-03,2.6751188600e-03,3.7831893728e-03,6.3096807005e-09,8.9232360208e-09,0,2.2204460493e-16,inf,5.9984555422e+19,1.9007958597e+12,1.1996911084e+20,3.8015917194e+12,1.9813833506e-19,2.0197587672e-20,-3.5781304576e+00,2025-11-22T13:30:24.713790,1.6180339887e+00
Star_0091,4.3143237890e-01,8.5811900163e+29,3.8917662634e+18,3.8917662634e+15,2.6014480371e+07,4.1134829970e+02,1.2612263873e+02,1.2745058472e+03,1.2745058472e+00,3.0535491633e+15,3.0535491633e+15,1.9117587708e+03,3.8235175417e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,7.7835325269e+18,7.7835325269e+15,3.8362177172e+00,5.4252311238e+00,5.4252311238e+00,7.6724354343e+00,3.8362177172e-03,5.4252311238e-03,5.4252311238e-03,7.6724354343e-03,1.2796244918e-08,1.8096623111e-08,0,2.2204460493e-16,inf,6.3741660167e+18,2.0198513248e+11,1.2748332033e+19,4.0397026496e+11,3.7814620348e-18,3.8547013607e-19,-1.4716566373e+01,2025-11-22T13:30:24.713790,1.6180339887e+00
Star_0092,4.1235149570e-01,8.2016712495e+29,1.5706495649e+19,1.5706495649e+16,1.0498994417e+08,1.6601306044e+03,5.0900915995e+02,1.2181385035e+03,1.2181385035e+00,1.2893850415e+16,1.2893850415e+16,1.8272077552e+03,3.6544155104e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,3.1412991297e+19,3.1412991297e+16,1.8668713521e+00,2.6401547853e+00,2.6401547853e+00,3.7337427042e+00,1.8668713521e-03,2.6401547853e-03,2.6401547853e-03,3.7337427042e-03,6.2272125341e-09,8.8066084215e-09,0,2.2204460493e-16,inf,5.2862144237e+19,1.6751002686e+12,1.0572428847e+20,3.3502005373e+12,2.2189600553e-19,2.2619368555e-20,-3.4852086452e+00,2025-11-22T13:30:24.713790,1.6180339887e+00
Star_0093,6.9693873630e-01,1.3862111465e+30,5.3560827579e+19,5.3560827579e+16,3.5802692232e+08,5.6612226592e+03,1.7357755964e+03,2.0588452282e+03,2.0588452282e+00,2.6014984928e+16,2.6014984928e+16,3.0882678422e+03,6.1765356845e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.0712165516e+20,1.0712165516e+17,1.3142982081e+00,1.8586983509e+00,1.8586983509e+00,2.6285964162e+00,1.3142982081e-03,1.8586983509e-03,1.8586983509e-03,2.6285964162e-03,4.3840269261e-09,6.1999503367e-09,0,0.0000000000e+00,inf,2.5605498266e+20,8.1138927757e+12,5.1210996532e+20,1.6227785551e+13,3.2250804514e-20,3.2875437832e-21,-1.7273797798e+00,2025-11-22T13:30:24.713790,1.6180339887e+00
Star_0094,4.5027470980e-01,8.9559639779e+29,8.4104515450e+19,8.4104515450e+16,5.6219595889e+08,8.8896010411e+03,2.7256219156e+03,1.3301684773e+03,1.3301684773e+00,6.3228468338e+16,6.3228468338e+16,1.9952527159e+03,3.9905054319e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.6820903090e+20,1.6820903090e+17,8.4304231607e-01,1.1922418770e+00,1.1922418770e+00,1.6860846321e+00,8.4304231607e-04,1.1922418770e-03,1.1922418770e-03,1.6860846321e-03,2.8120864737e-09,3.9768908297e-09,0,0.0000000000e+00,inf,6.2683004835e+20,1.9863045617e+13,1.2536600967e+21,3.9726091233e+13,8.4504422013e-21,8.6141102969e-22,-7.1072034668e-01,2025-11-22T13:30:24.713790,1.6180339887e+00
Star_0095,1.9236775830e-01,3.8261947126e+29,4.2737140457e+19,4.2737140457e+16,2.8567607257e+08,4.5171906201e+03,1.3850063343e+03,5.6827870313e+02,5.6827870313e-01,7.5204543513e+16,7.5204543513e+16,8.5241805470e+02,1.7048361094e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,8.5474280914e+19,8.5474280914e+16,7.7300742479e-01,1.0931975839e+00,1.0931975839e+00,1.5460148496e+00,7.7300742479e-04,1.0931975839e-03,1.0931975839e-03,1.5460148496e-03,2.5784752223e-09,3.6465146296e-09,0,0.0000000000e+00,inf,3.4737748226e+20,1.1007728162e+13,6.9475496452e+20,2.2015456325e+13,1.3981760885e-20,1.4252559516e-21,-5.9754047878e-01,2025-11-22T13:30:24.713790,1.6180339887e+00
Star_0096,2.8542141170e-01,5.6770318787e+29,1.1699295576e+20,1.1699295576e+17,7.8203847430e+08,1.2365812890e+04,3.7914559340e+03,8.4317097168e+02,8.4317097168e-01,1.3875353835e+17,1.3875353835e+17,1.2647564575e+03,2.5295129151e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,2.3398591151e+20,2.3398591151e+17,5.6909356079e-01,8.0481983193e-01,8.0481983193e-01,1.1381871216e+00,5.6909356079e-04,8.0481983193e-04,8.0481983193e-04,1.1381871216e-03,1.8982917869e-09,2.6845899904e-09,0,0.0000000000e+00,inf,1.2916828994e+21,4.0930961145e+13,2.5833657988e+21,8.1861922289e+13,2.7682647972e-21,2.8218805272e-22,-3.2386748094e-01,2025-11-22T13:30:24.713790,1.6180339887e+00
Star_0097,1.5256185470e+00,3.0344552900e+30,8.8417407129e+19,8.8417407129e+16,5.9102544872e+08,9.3454610642e+03,2.8653922004e+03,4.5068702626e+03,4.5068702626e+00,1.9618360853e+16,1.9618360853e+16,6.7603053939e+03,1.3520610788e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.7683481426e+20,1.7683481426e+17,1.5134718436e+00,2.1403724076e+00,2.1403724076e+00,3.0269436873e+00,1.5134718436e-03,2.1403724076e-03,2.1403724076e-03,3.0269436873e-03,5.0483986613e-09,7.1395138551e-09,0,0.0000000000e+00,inf,3.6706527161e+20,1.1631596560e+13,7.3413054323e+20,2.3263193121e+13,2.5906629655e-20,2.6408389047e-21,-2.2905970215e+00,2025-11-22T13:30:24.714841,1.6180339887e+00
Star_0098,1.8460788190e-01,3.6718507710e+29,7.0182504198e+19,7.0182504198e+16,4.6913438635e+08,7.4180852128e+03,2.2744435362e+03,5.4535504619e+02,5.4535504619e-01,1.2869139964e+17,1.2869139964e+17,8.1803256929e+02,1.6360651386e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.4036500840e+20,1.4036500840e+17,5.9092306663e-01,8.3569141514e-01,8.3569141514e-01,1.1818461333e+00,5.9092306663e-04,8.3569141514e-04,8.3569141514e-04,1.1818461333e-03,1.9711071805e-09,2.7875665076e-09,0,0.0000000000e+00,inf,7.4623873073e+20,2.3646878430e+13,1.4924774615e+21,4.7293756859e+13,4.9754575540e-21,5.0718221754e-22,-3.4919007067e-01,2025-11-22T13:30:24.714841,1.6180339887e+00
Star_0099,3.3301346650e-01,6.6236378487e+29,1.5448562337e+20,1.5448562337e+17,1.0326579102e+09,1.6328678086e+04,5.0065017135e+03,9.8376392458e+02,9.8376392458e-01,1.5703525969e+17,1.5703525969e+17,1.4756458869e+03,2.9512917737e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,3.0897124675e+20,3.0897124675e+17,5.3494251670e-01,7.5652296221e-01,7.5652296221e-01,1.0698850334e+00,5.3494251670e-04,7.5652296221e-04,7.5652296221e-04,1.0698850334e-03,1.7843761657e-09,2.5234889739e-09,0,0.0000000000e+00,inf,1.8145160810e+21,5.7498544913e+13,3.6290321619e+21,1.1499708983e+14,1.8523632810e-21,1.8882398379e-22,-2.8616349618e-01,2025-11-22T13:30:24.714841,1.6180339887e+00
Star_0100,2.6301520730e-01,5.2313724732e+29,2.9914592975e+19,2.9914592975e+16,1.9996385679e+08,3.1618848933e+03,9.6945889021e+02,7.7698020827e+02,7.7698020827e-01,3.8501100359e+16,3.8501100359e+16,1.1654703124e+03,2.3309406248e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,5.9829185951e+19,5.9829185951e+16,1.0803615871e+00,1.5278620088e+00,1.5278620088e+00,2.1607231742e+00,1.0803615871e-03,1.5278620088e-03,1.5278620088e-03,2.1607231742e-03,3.6036983530e-09,5.0963990855e-09,0,0.0000000000e+00,inf,1.7397779900e+20,5.5130237724e+12,3.4795559800e+20,1.1026047545e+13,3.9017116492e-20,3.9772799686e-21,-1.1671811589e+00,2025-11-22T13:30:24.714841,1.6180339887e+00
Star_0101,1.6213503476e+00,3.2248658414e+30,1.4979749340e+19,1.4979749340e+16,1.0013201431e+08,1.5833156474e+03,4.8545708722e+02,4.7896741169e+03,4.7896741169e+00,3.1275090903e+15,3.1275090903e+15,7.1845111753e+03,1.4369022351e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,2.9959498681e+19,2.9959498681e+16,3.7905865280e+00,5.3606988772e+00,5.3606988772e+00,7.5811730559e+00,3.7905865280e-03,5.3606988772e-03,5.3606988772e-03,7.5811730559e-03,1.2644035655e-08,1.7881366706e-08,0,2.2204460493e-16,inf,2.4830073200e+19,7.8681753999e+11,4.9660146400e+19,1.5736350800e+12,9.5919804127e-19,9.7777578111e-20,-1.4368546226e+01,2025-11-22T13:30:24.714841,1.6180339887e+00
Star_0102,2.2854345980e-01,4.5457294154e+29,6.7823919103e+18,6.7823919103e+15,4.5336844320e+07,7.1687896737e+02,2.1980075543e+02,6.7514630358e+02,6.7514630358e-01,1.0045810626e+16,1.0045810626e+16,1.0127194554e+03,2.0254389107e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.3564783821e+19,1.3564783821e+16,2.1150138302e+00,2.9910812433e+00,2.9910812433e+00,4.2300276605e+00,2.1150138302e-03,2.9910812433e-03,2.9910812433e-03,4.2300276605e-03,7.0549267462e-09,9.9771730860e-09,0,2.2204460493e-16,inf,2.0148816329e+19,6.3847746117e+11,4.0297632658e+19,1.2769549223e+12,6.5954364792e-19,6.7231768391e-20,-4.4732835021e+00,2025-11-22T13:30:24.714841,1.6180339887e+00
Star_0103,3.4864577350e-01,6.9345644349e+29,5.5760121810e+19,5.5760121810e+16,3.7272808697e+08,5.8936816203e+03,1.8070493506e+03,1.0299437378e+03,1.0299437378e+00,5.4138997853e+16,5.4138997853e+16,1.5449156067e+03,3.0898312134e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.1152024362e+20,1.1152024362e+17,9.1106759294e-01,1.2884441462e+00,1.2884441462e+00,1.8221351859e+00,9.1106759294e-04,1.2884441462e-03,1.2884441462e-03,1.8221351859e-03,3.0389943730e-09,4.2977870583e-09,0,0.0000000000e+00,inf,3.8455014842e+20,1.2185658872e+13,7.6910029684e+20,2.4371317744e+13,1.4885981808e-20,1.5174293383e-21,-8.3004415890e-01,2025-11-22T13:30:24.715345,1.6180339887e+00
Star_0104,4.5127172890e-01,8.9757946878e+29,6.5343109569e+19,6.5343109569e+16,4.3678549177e+08,6.9065753694e+03,2.1176105768e+03,1.3331137979e+03,1.3331137979e+00,4.9015402641e+16,4.9015402641e+16,1.9996706968e+03,3.9993413937e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.3068621914e+20,1.3068621914e+17,9.5750140042e-01,1.3541114665e+00,1.3541114665e+00,1.9150028008e+00,9.5750140042e-04,1.3541114665e-03,1.3541114665e-03,1.9150028008e-03,3.1938808828e-09,4.5168296611e-09,0,0.0000000000e+00,inf,4.2878565587e+20,1.3587397517e+13,8.5757131174e+20,2.7174795033e+13,1.4030690272e-20,1.4302436567e-21,-9.1680893180e-01,2025-11-22T13:30:24.715345,1.6180339887e+00
Star_0105,3.2864192390e-01,6.5366878664e+29,2.2960378237e+19,2.2960378237e+16,1.5347846415e+08,2.4268447561e+03,7.4408977662e+02,9.7084983450e+02,9.7084983450e-01,2.3649773035e+16,2.3649773035e+16,1.4562747517e+03,2.9125495035e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,4.5920756474e+19,4.5920756474e+16,1.3784538049e+00,1.9494280660e+00,1.9494280660e+00,2.7569076098e+00,1.3784538049e-03,1.9494280660e-03,1.9494280660e-03,2.7569076098e-03,4.5980269620e-09,6.5025920898e-09,0,0.0000000000e+00,inf,1.0465661648e+20,3.3163680532e+12,2.0931323295e+20,6.6327361064e+12,8.2757125016e-20,8.4359964339e-21,-1.9001348922e+00,2025-11-22T13:30:24.715345,1.6180339887e+00
Star_0106,3.8015053920e-01,7.5611942247e+29,1.7217048481e+19,1.7217048481e+16,1.1508722246e+08,1.8197916162e+03,5.5796248763e+02,1.1230128028e+03,1.1230128028e+00,1.5331123954e+16,1.5331123954e+16,1.6845192042e+03,3.3690384083e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,3.4434096961e+19,3.4434096961e+16,1.7120589235e+00,2.4212169492e+00,2.4212169492e+00,3.4241178471e+00,1.7120589235e-03,2.4212169492e-03,2.4212169492e-03,3.4241178471e-03,5.7108138576e-09,8.0763104095e-09,0,2.2204460493e-16,inf,6.3185854505e+19,2.0022389062e+12,1.2637170901e+20,4.0044778123e+12,1.7024670407e-19,1.7354404085e-20,-2.9311457577e+00,2025-11-22T13:30:24.715345,1.6180339887e+00
Star_0107,4.0296840500e-01,8.0150415754e+29,6.3657915393e+19,6.3657915393e+16,4.2552082482e+08,6.7284552788e+03,2.0629975497e+03,1.1904196661e+03,1.1904196661e+00,5.3475187959e+16,5.3475187959e+16,1.7856294991e+03,3.5712589982e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.2731583079e+20,1.2731583079e+17,9.1670488409e-01,1.2964164798e+00,1.2964164798e+00,1.8334097682e+00,9.1670488409e-04,1.2964164798e-03,1.2964164798e-03,1.8334097682e-03,3.0577983523e-09,4.3243799008e-09,0,0.0000000000e+00,inf,4.3631760408e+20,1.3826070553e+13,8.7263520817e+20,2.7652141106e+13,1.3200995341e-20,1.3456672111e-21,-8.4034784452e-01,2025-11-22T13:30:24.715345,1.6180339887e+00
Star_0108,4.2609555780e-01,8.4750406446e+29,1.0314211414e+20,1.0314211414e+17,6.8945263465e+08,1.0901819485e+04,3.3425839888e+03,1.2587402023e+03,1.2587402023e+00,8.1940748342e+16,8.1940748342e+16,1.8881103034e+03,3.7762206069e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,2.0628422829e+20,2.0628422829e+17,7.4055231198e-01,1.0472991233e+00,1.0472991233e+00,1.4811046240e+00,7.4055231198e-04,1.0472991233e-03,1.0472991233e-03,1.4811046240e-03,2.4702166189e-09,3.4934138445e-09,0,0.0000000000e+00,inf,8.7510497996e+20,2.7730403452e+13,1.7502099599e+21,5.5460806903e+13,5.3171076755e-21,5.4200893736e-22,-5.4841772679e-01,2025-11-22T13:30:24.715345,1.6180339887e+00
Star_0109,2.6235169810e-01,5.2181752752e+29,3.5262088960e+19,3.5262088960e+16,2.3570915080e+08,3.7270995624e+03,1.1427581735e+03,7.7502011812e+02,7.7502011812e-01,4.5498288542e+16,4.5498288542e+16,1.1625301772e+03,2.3250603544e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,7.0524177921e+19,7.0524177921e+16,9.9382101236e-01,1.4054751543e+00,1.4054751543e+00,1.9876420247e+00,9.9382101236e-04,1.4054751543e-03,1.4054751543e-03,1.9876420247e-03,3.3150300678e-09,4.6881604815e-09,0,0.0000000000e+00,inf,2.2293575654e+20,7.0644078301e+12,4.4587151308e+20,1.4128815660e+13,2.8009690683e-20,2.8552182144e-21,-9.8768020461e-01,2025-11-22T13:30:24.715345,1.6180339887e+00
Star_0110,3.0211479210e-01,6.0090632149e+29,6.4280030647e+19,6.4280030647e+16,4.2967934925e+08,6.7942110398e+03,2.0831587856e+03,8.9248533002e+02,8.9248533002e-01,7.2023627151e+16,7.2023627151e+16,1.3387279950e+03,2.6774559901e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.2856006129e+20,1.2856006129e+17,7.8989290088e-01,1.1170772532e+00,1.1170772532e+00,1.5797858018e+00,7.8989290088e-04,1.1170772532e-03,1.1170772532e-03,1.5797858018e-03,2.6347991078e-09,3.7261686324e-09,0,0.0000000000e+00,inf,5.1131405746e+20,1.6202564753e+13,1.0226281149e+21,3.2405129507e+13,9.7064483102e-21,9.8944427219e-22,-6.2393079486e-01,2025-11-22T13:30:24.715345,1.6180339887e+00
Star_0111,3.8444818920e-01,7.6466744832e+29,5.4520983791e+18,5.4520983791e+15,3.6444507881e+07,5.7627083596e+02,1.7668919140e+02,1.1357086048e+03,1.1357086048e+00,4.8006137809e+15,4.8006137809e+15,1.7035629071e+03,3.4071258143e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.0904196758e+19,1.0904196758e+16,3.0595483543e+00,4.3268547774e+00,4.3268547774e+00,6.1190967086e+00,3.0595483543e-03,4.3268547774e-03,4.3268547774e-03,6.1190967086e-03,1.0205554785e-08,1.4432833989e-08,0,2.2204460493e-16,inf,1.1196601740e+19,3.5479889917e+11,2.2393203481e+19,7.0959779834e+11,1.7169235552e-18,1.7501769166e-19,-9.3608361322e+00,2025-11-22T13:30:24.715345,1.6180339887e+00
